domain,host,class,type,usage,selector,matching_type,certificate
caskalverboer.com,_443._tcp.caskalverboer.com,IN,TLSA,3,1,1,f2eeafb26a0fc9d1066ea5c51c67fc3a7ba21f015e28e16811eb51c623b60f2d
casrooseboom.nl,_443._tcp.casrooseboom.nl,IN,TLSA,2,1,1,8d02536c887482bc34ff54e41d2ba659bf85b341a0a20afadb5813dcfbcf286d
casrooseboom.nl,_443._tcp.casrooseboom.nl,IN,TLSA,3,1,1,4951d42a319833706768a8dba6d0726023bc6f818f5b30fb48940d3c3fdec07b
catharinajanssen.nl,_443._tcp.catharinajanssen.nl,IN,TLSA,3,0,1,3473ee777adb18062c6776511fbe76bbf105fddf15073a11f52c63789b21da45
catherinestine.com,_443._tcp.catherinestine.com,IN,TLSA,3,1,1,1b774dfd83fea62405d605eaaa8c7f08136f55159e868135ff5d2b993eef0fe6
cbhc.hetcak.nl,_443._tcp.cbhc.hetcak.nl,IN,TLSA,3,0,1,50d6adb3122de2399c57dd654a7a88ac072c867d58798b8a42e378575356a2a6
cbs.nl,_443._tcp.cbs.nl,IN,TLSA,3,1,1,d7522bd2b54b4e45aca32bbfa9fb93bd0329493848b477003b85a1f6169782d6
cc.topophile.net,_dane.cc.topophile.net,IN,TLSA,2,1,1,8d02536c887482bc34ff54e41d2ba659bf85b341a0a20afadb5813dcfbcf286d
cc.topophile.net,_dane.cc.topophile.net,IN,TLSA,3,1,1,e8a34edd41ee117df76e72ee06670aabe77dbce1e009b0ac0d3efefda8214410
cchilversum.nl,_443._tcp.cchilversum.nl,IN,TLSA,3,0,1,0a1ffae244bda47dadf6592436c4ce352480f2489ce6e920a3be50d4a6b75fcb
ccmm.care,_443._tcp.www.ccmm.care.deboca.net,IN,TLSA,2,1,1,0b9fa5a59eed715c26c1020c711b4f6ec42d58b0015e14337a39dad301c5afc3
ccmm.care,_443._tcp.www.ccmm.care.deboca.net,IN,TLSA,3,1,1,887a6e3c3b6ef961ce5a116e7a8cdf684bc9d9320e8c8da37b918fc725fb6322
cdawoerden.org,_443._tcp.cdawoerden.org,IN,TLSA,2,1,1,8d02536c887482bc34ff54e41d2ba659bf85b341a0a20afadb5813dcfbcf286d
cdawoerden.org,_443._tcp.cdawoerden.org,IN,TLSA,3,1,1,5bb9fc25577498eae057e002b8ef0357b9676ae6df0bd7cf34c15b91cf18d730
cdn.regelpaneel.nl,_443._tcp.cdn.regelpaneel.nl,IN,TLSA,3,1,1,f9d35130a705497c60916576ff3ee3b21772008bdc3765f056223f9261a91b1a
cdom.de,_443._tcp.cdom.de,IN,TLSA,3,1,1,cb5818ee48c1f39e52f48232b230c303a694e95880dc1987a479c599a64352ad
cecilia-online.nl,_443._tcp.cecilia-online.nl,IN,TLSA,2,1,1,144cd5394a78745de02346553d126115b48955747eb9098c1fae7186cd60947e
ceid.defesa.gov.br,_443._tcp.ceid.defesa.gov.br,IN,TLSA,3,1,1,dc35125441ab566322115997e184322561e247336da6ce63b2c1ae69771c3f46
censored-arts.org,_443._tcp.censored-arts.org,IN,TLSA,2,1,1,8d02536c887482bc34ff54e41d2ba659bf85b341a0a20afadb5813dcfbcf286d
censored-arts.org,_443._tcp.censored-arts.org,IN,TLSA,3,1,1,e91a23786766a43629962305a3afc01ef9c84fd7de457ed7613585d36cb5f4be
censurfridns.dk,_443._tcp.censurfridns.dk,IN,TLSA,3,1,0,3076301006072a8648ce3d020106052b81040022036200046bfe445cbe67f540c1a975148232c29aa9165da038f63e2669cfd928ff047d7e7d8cb775d83ec37d5e4d2a965e77443940d2ead08deb286254c36a33efea7627b645109adb4f7c1b98b48a9c977e92cd8fece5d2dc1560008c4c6293d54e3270
censurfridns.dk,_443._tcp.censurfridns.dk,IN,TLSA,3,1,0,30820222300d06092a864886f70d01010105000382020f003082020a0282020100a4339179cf8f3fb19259da392f18841cb832b0816b84013d970b474821b07438fc6413749a7349ef0e99f05bb93ad2ff2e545abeebe132f15e089ab994045b7e390156ffbcd6309286a75d7a4629f15dfc5e2c18e2068ec2d8b2eea4db267effe8c721901c431e63e2d3a70176c439ff7fac6a9ad6bb5c8df5413b0b3ece2a1a2af6e0bcc5160602e6ee957259bbf577e4bbc4b3d113c6aed227236f4218447781a8f21c832c1621b6465b955036180eb264646ea79cb0b3199e69df7cdc8d93326301fd08de5d27af526c4624c53d6f893b69f3b0c420daedc85693ff163e699971767f919a91ca399e65983f7d66687cfeff45f0e22eaf78a4ab3ffe90f5cd30baa603b2882dbdb66338d535eea9686c4eee412d80ed3f622f215fe704fda9dc85a841419606fb5da929d86620c4779fd9df655407e5ed326f35b2cc2a234ccd6daa4b9564c8a42f6dc3a8b31cc08c45e1db6067092378285fb2e962d0216595d2fb2f37ac084bd166b034f76eaa0e0bfdf87c37440347eda0e9b1fe7465f62080576679b4057b649dd0c78871d4fab2fe9c104d9853b35db2cc9e1a1b5130c8e8458823e14e4f1098aba5e0ad4b65b4dfcf516c3d4dbb300e29ec0451e83a5e4e44b5eac9f5ba018a1bcf30ef9d6ffc81761a71e56d4e313184612935eb0f464b99ab4caac2d319b37b882945a5d49cd09e83bede65d2c3af77a4b6f3e0230203010001
censurfridns.dk,_443._tcp.censurfridns.dk,IN,TLSA,3,1,1,e25b4c299e0644e605cf483abf3de97474ea8ea2e5f70ac7a1b2234ec5a2d371
censurfridns.dk,_443._tcp.censurfridns.dk,IN,TLSA,3,1,1,e74b1847f2beae2b69774454ddaefba3f2697fefecdb47f790767df5e1c420ad
censurfridns.dk,_443._tcp.censurfridns.dk,IN,TLSA,3,1,2,1c137d1adff746d63c4750714e38a161a468b2b1c5d65ace3a13e1c201053d3d6b7803c382c6d872bf92911e29db949daa7878f355a9d1bdf38c8a528b757554
censurfridns.dk,_443._tcp.censurfridns.dk,IN,TLSA,3,1,2,5b5aa913efda3a6e490fa7cf2de9e1840fd52cb83a1474ae7334745b05696b21d0c21ca87ff1cfc9f262bf5f797572cd11fe2e90e685d9a3d5829765b12fe23a
censushub.cbs.nl,_443._tcp.censushub.cbs.nl,IN,TLSA,3,1,1,663b5b17a381f9ac1226019d0e5fa35d7c8f905b1a2467493a444ff2eef1a6e4
centraalaanspreekpuntpensioenen.belastingdienst.nl,_443._tcp.centraalaanspreekpuntpensioenen.belastingdienst.nl,IN,TLSA,3,1,1,45dd0b833d9956c0d393bd694c30f1cca82ed2f9df613c5454f668e80456e28c
centrumspecialisten.nl,_443._tcp.centrumspecialisten.nl,IN,TLSA,3,0,1,af339bb7df7f59206cf7da2d9ff6b5e291ff49e5fc1f6ff52e1f2275291f1590
certificatie-portal.nl,_443._tcp.certificatie-portal.nl,IN,TLSA,3,0,1,0612dad3a5ed979e3e754137fb51846db5f18f17c3e31b269a268d8f7c135488
certo-escrow.com,_443._tcp.certo-escrow.com,IN,TLSA,3,0,1,6a5d7da037009ed382f5dc4e05f94280e573cf3be1f5f2f2f8359890db481af3
cferr.fr,_443._tcp.cferr.fr,IN,TLSA,3,1,1,8eea6947b75eb9e78d80bdd79615992703aad47f0ddcd3d279a76884b44741c0
chago.de,_443._tcp.chago.de,IN,TLSA,3,1,1,a0276d995cfdcc37b18b1011564f4419fa67b233d08164acf954c147d78416e3
chaitanyapandit.com,_443._tcp.chaitanyapandit.com,IN,TLSA,2,1,1,8d02536c887482bc34ff54e41d2ba659bf85b341a0a20afadb5813dcfbcf286d
chaletzwillinghaus.nl,_443._tcp.chaletzwillinghaus.nl,IN,TLSA,3,0,1,63b2dc3e331c5613be5d2d7e0063aa544955a5702a7f2fc10bbc1f2539f083d0
change-is.aangetekendmailen.nl,_443._tcp.change-is.aangetekendmailen.nl,IN,TLSA,0,1,1,c784333d20bcd742b9fdc3236f4e509b8937070e73067e254dd3bf9c45bf4dde
chantezadieu.nl,_443._tcp.chantezadieu.nl,IN,TLSA,3,0,1,89795bdbf48ac68f7539d9ddc176626411fd1340a3a55c55d1c8f8d2e5663d6f
chapters.tzm.one,_443._tcp.chapters.tzm.one,IN,TLSA,3,1,1,595b2b9d60fb2b20f4c42e53783eb244a8c36fd1c81662c813dc26460302f325
charlotteverheij.nl,_443._tcp.charlotteverheij.nl,IN,TLSA,3,0,1,7d9ee6b8019df37781f2599b1fffb9f78ffae518ddbd30014cdadcd050880de7
chauffeuramsterdam.nl,_443._tcp.chauffeuramsterdam.nl,IN,TLSA,3,0,1,beee35903ecb46776a670e460ba543d589ba0c0842d28bf6bf83ffbfda2ee081
cheazey.net,_443._tcp.cheazey.net,IN,TLSA,3,1,1,e00f4eee7db35243725ac77ab68cad82ef2c466e32a29ad63f508557213f454d
check.computerbas.nl,_443._tcp.check.computerbas.nl,IN,TLSA,3,0,1,977852424e33c5498219da51be00f34b4ed27c4781b803c32854a7c644c023ce
check.waternet.nl,_443._tcp.check.waternet.nl,IN,TLSA,3,1,1,0af61d50f32412f4a5fd742f25f631257a3652b4f092b84249cc48a66148a91f
checktls.nl,_443._tcp.checktls.nl,IN,TLSA,3,0,1,e2ba8a12c1fcc779e518e9f509729e5ef3f1304d93656ae06d330dd93d4bd007
chernyak.id.au,tlsa._dane.chernyak.id.au,IN,TLSA,3,1,1,805826ec6b5736f36dfcd43995c99ff5e3ac68e305be87e9ebea42c515a4547c
chernyak.id.au,tlsa._dane.chernyak.id.au,IN,TLSA,3,1,1,96de496805cee3dc1cde32642fcbb926cc9e181d8194b503df2b23c4671b18d3
chernyak.id.au,tlsa._dane.chernyak.id.au,IN,TLSA,3,1,1,c7834fb223c21794be836b1e515f87b21c16e17d60c5456d59f06cf011a23295
chernyak.id.au,tlsa._dane.chernyak.id.au,IN,TLSA,3,1,1,d1ae18be192b2036cdebcd1c573d8f2f32b0c72374d6078be73ca1ff80c4db57
chernyak.id.au,tlsa._dane.chernyak.id.au,IN,TLSA,3,1,2,3ec0be5e277331ad804348eb49fb15b6818fc5fd84af0b08a09df86ecaea4a807cd89f4605f15ad6b4daa84280001ac7a53c82f7f0b957c8ddb49c29c91bd2cc
chernyak.id.au,tlsa._dane.chernyak.id.au,IN,TLSA,3,1,2,8397d3cbf62004a9e47411abf18bcd7f8640c9eb743cfbdad4e37fcbf51bd7420759b76975e3d778eae51b2bce9fecefb6d080eb45d38300a3dcaa3aa6d9611e
chernyak.id.au,tlsa._dane.chernyak.id.au,IN,TLSA,3,1,2,aa15a9ae1db436e47953a16beeea52883f81959ae01e80ba92a3407568f41f4efbb00a8c064d22e12cd7352e638e3c4a158cc4e044026e9018b1bd67d3a463b5
chernyak.id.au,tlsa._dane.chernyak.id.au,IN,TLSA,3,1,2,e762bc66f1db2c7941d8f91c16b8bbd987c9c0a6e72ab4a22f44dcbdc17bb3dbee1a36c130886512b61bf27a9fcf5efc65246a886ae2280adc3189373be6a2fd
chezpochou.eu,_443._tcp.chezpochou.eu,IN,TLSA,3,0,1,917c629ee4f1c32336ba138de84045d1bcc3040e07f489344484f369ca81a728
chris.daemen.org,_443._tcp.chris.daemen.org,IN,TLSA,3,1,2,dfaf8ae3ef46337e3fec438d5722d295578c41d3107cd0a61050a410921997b1d427da4d743b5c33666af667a952c456532218d4259752bce10656d738a35a43
ciasa.se,_443._tcp.ciasa.se,IN,TLSA,3,0,1,c439da8924908b9c2894d311cbcf4cc056eab76e22cddfca0b217c561014dc2a
ciasa.se,_443._tcp.ciasa.se,IN,TLSA,3,1,1,a0e32c3aa7181d590038bd4e623ad50e370043f17b6a5cc0310d90c929d88c47
cijfersoporde.nl,_443._tcp.cijfersoporde.nl,IN,TLSA,3,1,1,bde68fc40d13a267fdaa178b0ed90b7e243ee11f7e8b926ef41892e4bd3d586e
cincotta.au,tlsa._dane.cincotta.au,IN,TLSA,3,1,2,0fc5ebfb2153c85482a777e18f871d22dd5a1c418708df584663256f56e2cf2ccd73bfa08aaf9967c12f1a61c1405144a4e1e6f6ea22167737612b03468d882a
cincotta.au,tlsa._dane.cincotta.au,IN,TLSA,3,1,2,448dbf833e7a825b4f594b1de90966ca0f8571a8188b593b03a45cd4bfb613900c6134406264a7656c7824b71b282e857c3eb68054315d4e93cfa4e9da6a9357
cio-platform.nl,_443._tcp.cio-platform.nl,IN,TLSA,3,1,1,922ec0e3b5c711cf841d312e35aa120eca1fb4e2e68460c91d772e36f2fcbf62
ciphersuite.info,_443._tcp.ciphersuite.info,IN,TLSA,3,1,1,bbcef98fb045592a1573c34935b6463c6212be217742083f928cec94fd47047a
circl.site,_443._tcp.circl.site,IN,TLSA,3,1,1,6b9794c70c48e286da458c6e78944a68b1b4642e4418672554391b4b23c8a28c
circl.site,_443._tcp.circl.site,IN,TLSA,3,1,1,95ca5859355cd7a2ec80e0ae5b69a71d48faf812c276d37c49a80a76170afa29
ciri.whyscream.net,_443._tcp.ciri.whyscream.net,IN,TLSA,3,1,1,cdc9b8c3c7789ba66e76c51a19bfc5f2837d7bbab8e992297cb706c24ec3e5d5
ciz.nl,_443._tcp.ciz.nl,IN,TLSA,3,1,1,fd245c2909f1d54cb9444ec58d0403a915e110848fddf8954ca1c2239fc64c2b
clarioneers.nl,le-ca.bhosted.nl,IN,TLSA,2,0,1,25847d668eb4f04fdd40b12b6b0740c567da7d024308eb6c2c96fe41d9de218d
classanova.nl,_443._tcp.classanova.nl,IN,TLSA,2,0,1,5a8f16fda448d783481cca57a2428d174dad8c60943ceb28f661ae31fd39a5fa
classanova.nl,_443._tcp.classanova.nl,IN,TLSA,2,0,1,67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd
classiccartaxaties.nl,_443._tcp.classiccartaxaties.nl,IN,TLSA,3,0,1,726f8824d9da56879a86cf8441900d6bd76c52f0a2c7edb1731b1a445efde594
classicparadise.nl,_443._tcp.classicparadise.nl,IN,TLSA,3,0,1,808a8fe232f84d4ab0794509628c8798600cf91096cd02264c9e685b3f4cd8d0
clerkbot.net,_443._tcp.clerkbot.net,IN,TLSA,3,0,1,7a3f461e2f3a9df7e8e9d78889f1619a1a7a460e43bde96480b747734ed47dac
clickpool-server.de,_443._tcp.clickpool-server.de,IN,TLSA,3,1,1,30996e5bf7e7ca44684ec49bca44ca8581a8fa6171edf30aeccebd9e1e155e58
climax-atletiek.nl,_443._tcp.climax-atletiek.nl,IN,TLSA,3,0,1,332c8f9099c526483cd0dd3ac159b6cf18e9360753722663f1da880cf2297ff2
clnmetals.nl,_443._tcp.clnmetals.nl,IN,TLSA,3,0,1,6c5f137484205515702e35d5846162575fdf9fb355c78d0697193da537b75700
cloud-infra.engineer,_443._tcp.cloud-infra.engineer,IN,TLSA,3,1,1,c24b904174a1efedf63d1835280d9455988bbb632627fb5f696283d3f4e6eb3b
cloud.abdullahabas.de,_443._tcp.cloud.abdullahabas.de,IN,TLSA,3,1,1,cfffdbe0e43739ea225674f70d6ff46d44fce878be67c4a57570193ea19d0fa1
cloud.accordimento.de,_443._tcp.cloud.accordimento.de,IN,TLSA,2,1,1,276fe8a8c4ec7611565bf9fce6dcace9be320c1b5bea27596b2204071ed04f10
cloud.accordimento.de,_443._tcp.cloud.accordimento.de,IN,TLSA,2,1,1,bd936e72b212ef6f773102c6b77d38f94297322efc25396bc3279422e0c89270
cloud.accordimento.de,_443._tcp.cloud.accordimento.de,IN,TLSA,3,0,1,0117533215f6bc40b1386e2fa3a3db4e54591e731a6112f80937f9f773951167
cloud.aneirin.net,letsencrypt._tlsa.aneirin.net,IN,TLSA,2,1,1,8d02536c887482bc34ff54e41d2ba659bf85b341a0a20afadb5813dcfbcf286d
cloud.asolutions.nl,_443._tcp.cloud.asolutions.nl,IN,TLSA,2,1,1,4648564dc7c901037f631391d765643e8f8f86622849f59dfc9564838e1e8a76
cloud.asolutions.nl,_443._tcp.cloud.asolutions.nl,IN,TLSA,3,1,1,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cloud.broseliske.nl,_443._tcp.cloud.broseliske.nl,IN,TLSA,3,1,1,753cca422f441904f38b60cdc1ae707068ab17b064d614f1b77c643b324096df
cloud.carien.eu,_443._tcp.cloud.carien.eu,IN,TLSA,2,1,1,8d02536c887482bc34ff54e41d2ba659bf85b341a0a20afadb5813dcfbcf286d
cloud.carien.eu,_443._tcp.cloud.carien.eu,IN,TLSA,3,1,1,80220d8f8f68ac39a59aaf772822ae9fbbce9c0c47c1467607472a5613266caf
cloud.dekrosse.net,_443._tcp.cloud.dekrosse.net,IN,TLSA,3,0,1,18092f649802f927f63ed69022c986b3b2b41b42c22b0d34a5d0ea257c16c5db
cloud.dutchsims.nl,_443._tcp.cloud.dutchsims.nl,IN,TLSA,3,1,1,26f784356d334d3f81852403c67c8beb021b29e468b4ef5a94022182ac03194b
cloud.dutchsims.nl,_443._tcp.cloud.dutchsims.nl,IN,TLSA,3,1,1,53dfd6cb9d4b71967e6d664a79bc60dcb4584c2b81831ba118054448830f98f5
cloud.elemental.software,_443._tcp.cloud.elemental.software,IN,TLSA,1,1,1,52ef5155aca4df87319dbe8d830b7bc7acee9241ad25f31fbb0a9fd96a3399e8
cloud.elemental.software,_443._tcp.cloud.elemental.software,IN,TLSA,1,1,1,8ca207ec562333e78e19b043dbc972f9c7f00b3307be489062e7a83cd2e6c087
cloud.elemental.software,_443._tcp.cloud.elemental.software,IN,TLSA,1,1,1,973c82d8219f960c727708f61bd8881955173748d1986b6a914e8f9a00fc5fa7
cloud.elemental.software,_443._tcp.cloud.elemental.software,IN,TLSA,1,1,1,c75d2ca6852eebff4be9ab6f19a408ed947290fdf5cb2ff2c96893ef210424eb
cloud.elemental.software,_443._tcp.cloud.elemental.software,IN,TLSA,1,1,1,cac55c1f219b2b354ba0801670c182ad2b455db5c57079486ef2b5c4b2b8ed3b
cloud.elemental.software,_443._tcp.cloud.elemental.software,IN,TLSA,1,1,1,cf0370459f4d5ebf4d3193529c1fbe2abf0fe599e395c79469f22abf339bb108
cloud.elemental.software,_443._tcp.cloud.elemental.software,IN,TLSA,1,1,2,19170a1f8a27cc8490f506876c799125dde655f82f56c0123865eeb95d359e58f580791b62da9b8cdf7a98841cfd974844da656b25e96494796cf533762c9217
cloud.elemental.software,_443._tcp.cloud.elemental.software,IN,TLSA,1,1,2,1b94fbcc588b622e8353bdd09e7bc47c93afc3a1f7e90e13700dd5eb066ebfdb064961e1181af83b89436038daf91c32e172f37fc1926a39eeb48f826f4c97e4
cloud.elemental.software,_443._tcp.cloud.elemental.software,IN,TLSA,1,1,2,4e1f30fc061af6b2720ffe9826c63117341ff66a40bcfcf20decd64c2503e9b1d09971b1a2e2c8e703ca6d906a8bdbfbe564c51061a2e4b3349d3a64af78e533
cloud.elemental.software,_443._tcp.cloud.elemental.software,IN,TLSA,1,1,2,6ba534023d09656cdf2d7a4785c67ac93816b585aed10136b68d90d74992ecdb6295b0123a62fb3f8b4bc09cad9cf59f2fa1a004e8ac46bf3f85d6eb35705ec0
cloud.elemental.software,_443._tcp.cloud.elemental.software,IN,TLSA,1,1,2,84e8358c18e34b2adcf6fbef2bb792cfc46217b9a138c794c8af1d81e638508ade5c91663d3a1e483bb937cfff3b1d14f8909e2971289f21a773e4256587fbe5
cloud.elemental.software,_443._tcp.cloud.elemental.software,IN,TLSA,1,1,2,d42bf2a90828d7912620573c78f523a561b44d5a7b7bef4fb05a5387460497ecef634f1bf1d63313e6d01765e203d83cbf68b5f6359a57a190449a246942abe5
cloud.erbemed.nl,_443._tcp.cloud.erbemed.nl,IN,TLSA,2,1,1,8d02536c887482bc34ff54e41d2ba659bf85b341a0a20afadb5813dcfbcf286d
cloud.erbemed.nl,_443._tcp.cloud.erbemed.nl,IN,TLSA,3,1,1,97d8b82444cd6a4c6e09fe520a5d465b1b86029fbdcad6a2bc4c2d06e48e24d2
cloud.f-sulzmann.de,_443._tcp.cloud.f-sulzmann.de,IN,TLSA,2,1,1,276fe8a8c4ec7611565bf9fce6dcace9be320c1b5bea27596b2204071ed04f10
cloud.f-sulzmann.de,_443._tcp.cloud.f-sulzmann.de,IN,TLSA,2,1,1,bd936e72b212ef6f773102c6b77d38f94297322efc25396bc3279422e0c89270
cloud.f-sulzmann.de,_443._tcp.cloud.f-sulzmann.de,IN,TLSA,3,0,1,38c79d5c896d5394d996f65b25916cdc1ea409a9e1a433664c4ea18558075280
cloud.fizz.studio,_443._tcp.cloud.fizz.studio,IN,TLSA,1,1,1,15d50f7cd9a3ba7808b29c5e4ef2c8dafaae250268509ed1a7851504473825dc
cloud.fizz.studio,_443._tcp.cloud.fizz.studio,IN,TLSA,1,1,1,40b54b5a163cc1125102371ff829fa3c042c9dacb651e213f3b5cbb8f2e86419
cloud.fizz.studio,_443._tcp.cloud.fizz.studio,IN,TLSA,1,1,1,46c0d723232376ffd932b9cf9a207408082a8e3cbaa1f8a80b4a76923298441f
cloud.fizz.studio,_443._tcp.cloud.fizz.studio,IN,TLSA,1,1,1,96b2f91e4e61f4e454640cac9753f8732aa9944ded179ab346218e743039f906
cloud.fizz.studio,_443._tcp.cloud.fizz.studio,IN,TLSA,1,1,1,9965c1d6f0f0fdca945d7ef3ae4cdfa6c4884e364f52b97bc62bafc5f82dcc08
cloud.fizz.studio,_443._tcp.cloud.fizz.studio,IN,TLSA,1,1,1,c10b8b964a47b72e5296dbb249f19d7944d8265270f8c731b3558d50fb2567d3
cloud.fizz.studio,_443._tcp.cloud.fizz.studio,IN,TLSA,1,1,2,2c6ea5f42f0e0d1d7be8666063c29c16512d6f32f68eeffaf256f28b12ee6bf9bbfaca7d9a793e5d0192de02e96ee5e62a5353bb2309075b031ce64779ff59ab
cloud.fizz.studio,_443._tcp.cloud.fizz.studio,IN,TLSA,1,1,2,532a0de942755711789a1416731acab01657c51561ed3df3d3fab50925a83999b85c80981fcb4dd30f745882ee6bf2371a020dab5d6cea914a4dd576932f04f2
cloud.fizz.studio,_443._tcp.cloud.fizz.studio,IN,TLSA,1,1,2,7437a067bd903065ed64abfb4d1e997ca899da158615d1d82b815d4294a68f6484e37202ddfd1959ebc1888475f29a154121afdad1122ac6fc309c150d78712d
cloud.fizz.studio,_443._tcp.cloud.fizz.studio,IN,TLSA,1,1,2,bfaa049179412bba5c63ebda5a46c85c135e79eb9e057578eb2b0aa02645a7edd1e60e95825624267db87970c7fd542450f8ed0e9c5a54080c83be72a953e9a1
cloud.fizz.studio,_443._tcp.cloud.fizz.studio,IN,TLSA,1,1,2,c575090713cd89cc3563d939075d96de9d86d21bf83f6f36e4e03f06af4d0c8531248c8395fafbfe5100e732dfa3d7c9633c1de9167dab90e761a48ed9145d83
cloud.fizz.studio,_443._tcp.cloud.fizz.studio,IN,TLSA,1,1,2,efc6e5c88cb879648c8d244ea289764464aafa70e41096cc028dbbf89da9fa961ff8d429f4625eeded61155eaf33048b1cc09f48d68873be2e729aaedd8b6a8d
cloud.fscker.nl,_443._tcp.cloud.fscker.nl,IN,TLSA,3,1,1,ad4a544345f9f09a0a9c1303e17835a008e49139b0d2a7634f5934c757f5a010
cloud.grosu.ro,_443._tcp.cloud.grosu.ro,IN,TLSA,3,1,1,602ae0414f5a82b36cc1fbb9c656eae28b8f8432b8754fea54627809b835edf4
cloud.hackabit.nl,_443._tcp.cloud.hackabit.nl,IN,TLSA,2,0,1,67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd
cloud.hackabit.nl,_443._tcp.cloud.hackabit.nl,IN,TLSA,3,0,1,44c2e107db149e3e584b5fc9251481eea74e94be9be8edfc9066d2214b417fc3
cloud.hattink.com,_443._tcp.cloud.hattink.com,IN,TLSA,3,1,1,19fda63f5b87176a53c0145b2c0227f95bc3463f758bf0b42f12e5ef4db96560
cloud.hattink.com,_443._tcp.cloud.hattink.com,IN,TLSA,3,1,1,b52f7dce080018fc2d74f422c339293bc723c563dbadff61dc472039bd1a90fa
cloud.iasamenwerking.nl,_443._tcp.cloud.iasamenwerking.nl,IN,TLSA,3,1,1,7908193de4f86c764bea221287d72f91626ee48933cdf45004d390f552ff0f4a
cloud.kernel-error.com,_443._tcp.cloud.kernel-error.com,IN,TLSA,3,1,2,eec9c53f639a3163f9bd74b2fab74dbdfef2b1558cf4fc45329bc4702b58695aff8bef642f8c3e539021e08e39d6d1c56484fbd273b47b0a20b34a2d3deca482
cloud.mah.one,_443._tcp.cloud.mah.one,IN,TLSA,3,0,1,82f2041681961ac2c1b4b42e3cbc7883b0808781010fc8af4a006a3a0e1bd0d6
cloud.matteomarescotti.it,_443._tcp.cloud.matteomarescotti.it,IN,TLSA,3,1,1,2fccaabb946e411046ec8d75c33e9d4fdf9dbd3c22ce38f23712ef0cc9c4a72a
cloud.matteomarescotti.it,_443._tcp.cloud.matteomarescotti.it,IN,TLSA,3,1,1,f5994f848ff40fc8a70618cc3661bd99e239f02908680bba72d34f01a8b72b10
cloud.mk-homelab.net,_443._tcp.cloud.mk-homelab.net,IN,TLSA,3,1,1,16d8e2d918b6190018bbc6e9b491b3fefef0a204edb9a0ee234e3aaf657d9265
cloud.myeric.fr,_443._tcp.cloud.myeric.fr,IN,TLSA,3,1,1,0bc8c2695a3e907bb62ba441054114b8ff61afcb2b70d368aa3c17eefb419f26
cloud.pikachu.moe,_443._tcp.cloud.pikachu.moe,IN,TLSA,3,1,1,26141cd0240bfc37aa6f2eb35d7316d04baabfc5039ddd8b76e2b3d258ed1eb1
cloud.pikachu.moe,_443._tcp.cloud.pikachu.moe,IN,TLSA,3,1,1,5e207a52d8e4aeb3b8e2223c1e2a5767e9a23c08b04e173dc16c141cfe147cea
cloud.qsit.nl,_443._tcp.cloud.qsit.nl,IN,TLSA,3,1,1,78f86fde8c3e559c9516e57c6691382086fca808637f9c7c90a01b1e7839dff4
cloud.rawdutch.nl,_443._tcp.cloud.rawdutch.nl,IN,TLSA,2,1,1,8d02536c887482bc34ff54e41d2ba659bf85b341a0a20afadb5813dcfbcf286d
cloud.scholz-da.net,_443._tcp.cloud.scholz-da.net,IN,TLSA,2,1,1,8d02536c887482bc34ff54e41d2ba659bf85b341a0a20afadb5813dcfbcf286d
cloud.scholz-da.net,_443._tcp.cloud.scholz-da.net,IN,TLSA,2,1,1,e5545e211347241891c554a03934cde9b749664a59d26d615fe58f77990f2d03
cloud.scholz-da.net,_443._tcp.cloud.scholz-da.net,IN,TLSA,3,1,1,ff0b595f4b98901fe2be3f3c3b909d4842e66f8e011553f7c0e83a6d1855668b
cloud.smart-tux.de,_443._tcp.cloud.smart-tux.de,IN,TLSA,3,1,2,cdf24e1f843c71adb9f917efe30a1e073db06333d0d431fd1f585dcaf7b3da28c710bc8c458a458a5b81582fa7af48b389de663acc4df50e24c01d20239540e5
cloud.smollys.nl,_443._tcp.cloud.smollys.nl,IN,TLSA,2,0,1,730c1bdcd85f57ce5dc0bba733e5f1ba5a925b2a771d640a26f7a454224dad3b
cloud.startupstack.tech,_443._tcp.cloud.startupstack.tech,IN,TLSA,1,1,1,5a4080156d259f8d3239ec12ccc172d490972b1798658de7715f9e47af22e672
cloud.startupstack.tech,_443._tcp.cloud.startupstack.tech,IN,TLSA,1,1,1,7daf2c5d3ff24785d8499a8533277047ad534cc0294c60fb06878453a6f8cc14
cloud.startupstack.tech,_443._tcp.cloud.startupstack.tech,IN,TLSA,1,1,1,ac2756f0e2d58085bc3b18291bafab5e9b3d7a6ec4b845fb37b9a8186d4a766d
cloud.startupstack.tech,_443._tcp.cloud.startupstack.tech,IN,TLSA,1,1,1,e3d7e268e2b63bc4b81d31716a8cfb8d14c8852bb800d0b61d5f564cf641e031
cloud.startupstack.tech,_443._tcp.cloud.startupstack.tech,IN,TLSA,1,1,2,2df04b64ade1866d57e46d20e68c77f31175ef3bc0e85c0cd587ae7d74bb95e596b59c0416a59bd7713b9fdf3c4662aa1d8c409dc61abc9f54236c6900f8a3ba
