domain,host,class,type,usage,selector,matching_type,certificate
fonkelwijs.nl,_443._tcp.fonkelwijs.nl,IN,TLSA,3,1,1,ec3c316f90840d3e475e205733b8591432ae8599368b3f75561927d23c6a5c2a
forel.nu,_dane.vps.greenbull.it,IN,TLSA,2,1,1,276fe8a8c4ec7611565bf9fce6dcace9be320c1b5bea27596b2204071ed04f10
forel.nu,_dane.vps.greenbull.it,IN,TLSA,2,1,1,8d02536c887482bc34ff54e41d2ba659bf85b341a0a20afadb5813dcfbcf286d
forel.nu,_dane.vps.greenbull.it,IN,TLSA,2,1,1,bd936e72b212ef6f773102c6b77d38f94297322efc25396bc3279422e0c89270
forel.nu,_dane.vps.greenbull.it,IN,TLSA,2,1,1,e5545e211347241891c554a03934cde9b749664a59d26d615fe58f77990f2d03
forensik.me,_443._tcp.forensik.me,IN,TLSA,3,1,1,1b5b5374f6adf4176363af59cd89de90ff609dda664b8e77060344e81b6421b2
forensik.me,_443._tcp.forensik.me,IN,TLSA,3,1,1,6d1e282949882235bfe59c15d224c5daa7802064de69b787f4328d61220ec625
forensik.me,_443._tcp.forensik.me,IN,TLSA,3,1,1,ab8296c5770255d89508fe5f93d834c95d509a646fd807860586495a7305e7dd
forensik.me,_443._tcp.forensik.me,IN,TLSA,3,1,1,c13fbecd90095cf07a4a2707abd5a982cf1dde49ef29cc46c3c6a0e89ea93273
forfun.net,_443._tcp.forfun.net,IN,TLSA,0,1,1,0b9fa5a59eed715c26c1020c711b4f6ec42d58b0015e14337a39dad301c5afc3
formulieren.meierijstad.nl,_443._tcp.formulieren.meierijstad.nl,IN,TLSA,3,1,1,e4b82c02c23e724a414a63001a12c5dd107830d4da723c39b7aa63cc7e57676b
forty-two.nl,_443._tcp.forty-two.nl,IN,TLSA,3,1,1,31014642ddf28ecf042362ed168d5a8b749b2c9ceb80fa973976aacf24f91c54
forum.cert.br,_443._tcp.forum.cert.br,IN,TLSA,3,1,1,42413fb9c7396c206b6c48e944f11e0e5c99f98230009e9c7743dbcb36df86f4
forum.computerbas.nl,_443._tcp.forum.computerbas.nl,IN,TLSA,3,0,1,dff5979b30e0a887b9776c39ce4a60952f56582b39f7e5c333234833870108d1
forum.hetkleinewijk.nl,_443._tcp.forum.hetkleinewijk.nl,IN,TLSA,3,0,1,ca98997e9470c19456ed86e215e3200fd85d374bb8c52b47e656658b91cf37d1
forum.hetkleinewijk.nl,_443._tcp.forum.hetkleinewijk.nl,IN,TLSA,3,0,2,63602f47b6b71e1399e486f06e102539858a41c3cfe2182221c54d33aeed7bc788392e8a0c50b8af22adb6ab188b1d75875f1eaf64f9f324396487a718ae7886
forum.torproject.org,_443._tcp.forum.torproject.org,IN,TLSA,3,1,1,9931aafd4c1e0ece0736f7fa19de71e476b4f649f42fb5ecc515b1566756bf37
forwardemail.net,_443._tcp.forwardemail.net,IN,TLSA,3,1,1,5e81da1af16df20b13e667ad6d9c2b65b95bfcd95150caffe7116c1707b4dd2c
fotoaw.nl,_443._tcp.fotoaw.nl,IN,TLSA,3,0,1,79861611846ecf6ecbb83d8917de9e1c978212f8d1941b1f90c41c75eb0844b0
fotobodyart.nl,_443._tcp.fotobodyart.nl,IN,TLSA,3,0,1,20cc4ce4113c04d2cf5e536ec953773ce5794a1cb554e72d0c41bcec9839ee68
fotoendokaforum.nl,_443._tcp.fotoendokaforum.nl,IN,TLSA,3,0,1,1734c36f9fb27476a2845647b57ffd304180f1773728679860bfa5876ccf182a
fotos.bertcornille.be,_443._tcp.fotos.bertcornille.be,IN,TLSA,3,0,1,2ba9b36f2301ff106c2a7ab4086937db992841d57c122b70ec42f269abef8563
fran.cr,_443._tcp.fran.cr,IN,TLSA,3,1,1,52770f2b32e4c844cc014d0c8158aece026a3a2f4a49f52da2a1ad992b631f07
fran.cr,_443._tcp.fran.cr,IN,TLSA,3,1,1,89bd1822b4acdcdda21defaf8f53db28742b281fb0276a77b1fc4541d767b18d
fransen.cloud,_443._tcp.fransen.cloud,IN,TLSA,2,0,1,3abbe63daf756c5016b6b85f52015fd8e8acbe277c5087b127a60563a841ed8a
fransen.it,_443._tcp.fransen.it,IN,TLSA,2,0,1,3abbe63daf756c5016b6b85f52015fd8e8acbe277c5087b127a60563a841ed8a
fredhijzen.nl,_443._tcp.fredhijzen.nl,IN,TLSA,3,0,1,70df9a532a346bb90dcbe86d23a1143d2d71d041fec59a4073ed2b6bf39e24f6
fredschenk.nl,_443._tcp.fredschenk.nl,IN,TLSA,3,0,1,e16d469ac4f5a6baee8302db32f720843c2d32b38cbc3574a37235a3e57a0d1a
freebse.nl,_443._tcp.freebse.nl,IN,TLSA,3,0,1,5abe3b9cd3357f6fce165c5aa34f5e8e57236920b50ec968f783711355b9c596
freelancetrader.nl,_443._tcp.freelancetrader.nl,IN,TLSA,3,0,1,3feac0c0841608762a04beb89fbf796e38458977fd5de2dac1bdb8dcff1478cb
freelancingpeter.eu,_443._tcp.freelancingpeter.eu,IN,TLSA,3,1,1,4dcf70e2a070842d1ae351ac92d624c61bb48ad8e0cee693e98e096e402005c3
freifunk-burgaltendorf.de,_dane.freifunk-burgaltendorf.de,IN,TLSA,3,1,1,81beae18345d7b70d3c963fbd736ba193f76f018beafc0ebce2f7e28809e3f0f
freifunk-dueren.de,_443._tcp.freifunk-dueren.de,IN,TLSA,3,0,1,3916aea09c6bd36b29c87e3a99aae75d3bff159a0ad6219edf6a1583d5c48d79
freshdot.net,tlsa-dot.freshdot.net,IN,TLSA,3,1,0,3076301006072a8648ce3d020106052b8104002203620004cafee843f7cf6788393aafd01ac264fad7af4331bdb2c4e8f56606740757d85b197026b7e236b7b40c5e64e5e2659df05c5f35d6e8c7bf74f9a0b0b2f8fe810e9f1082a1b506a33d0783811542e8a3249b638e89d061ce6e34c1ad5ffd5b66b6
freshdot.net,tlsa-dot.freshdot.net,IN,TLSA,3,1,1,f74e495f806e8d1539327cc6304256cb6c42bd2fd4f83b681b0fc857fea58953
freshdot.net,tlsa-dot.freshdot.net,IN,TLSA,3,1,2,e601fd383d86fc118c7b62a821ccff1efd2680ded15196b1450ce43f3bbcd6a137dde9d362b2c3e30036fcfeb3bf5fd948b7578b6933e1d8a6144cde3e4a4573
friedadevries.nl,_443._tcp.friedadevries.nl,IN,TLSA,3,0,1,741955d5203ef64bf01fe55d16bdc6705cc3af810d99f50c7964b18164436cce
frino.de,_443._tcp.frino.de,IN,TLSA,3,1,1,3f58403f659fb78be58c1f162bb34807a0376d231841e55d213d7814a1a21fa4
frisbeewinkel.nl,_443._tcp.frisbeewinkel.nl,IN,TLSA,3,0,1,d6e75b9a5700a03d31de89adbfbf596de6f1ebe8b773eb6b2a5772f45696a201
frisosnijder.nl,_443._tcp.frisosnijder.nl,IN,TLSA,3,0,1,88b68460fdad9c3c9edace500b64822000c33edd9517dad3facdd5e6635d9377
frm-acc.lv.nl,_443._tcp.frm-acc.lv.nl,IN,TLSA,1,1,2,302a327f4a5cd2e72dc5230ac002fe519d61f72673b4f37f345bc32d3e035366d73bda763dfe3b70cd7db8fef821bf06d72b2d04d52b12f3854563134ec8ade5
frm.lv.nl,_443._tcp.frm.lv.nl,IN,TLSA,1,1,2,6eda75fa0394af8e9f4ea0c518a445eee4a3b77fbe88d073ea26af972ff589144828a31132314f4cc601320ba1d5b9ee0762eb3c8222a517c59936327ed68de3
frm.lv.nl,_443._tcp.frm.lv.nl,IN,TLSA,1,1,2,aa51a434a47360e731faf5d6d9b6dc067f0e74b99d4995cd7d5b435dc32c38ca7be8506e3af372cb2e87080d4a4e6cfdcf7b34f5dad3a5cb6a32a2bda019295e
frontierfleet.com,frontierfleet.com.tlsa.50bc.net,IN,TLSA,2,0,1,67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd
frontierfleet.com,frontierfleet.com.tlsa.50bc.net,IN,TLSA,2,0,2,96c5793b2b57d8df5891c94015720960e0da4c2cf8ce1fc5707a0b46e5db8ce3761fb5fdb430f619d1579f13e80fbdd973ef6a024129ed039aa193273158fcad
frontierfleet.com,frontierfleet.com.tlsa.50bc.net,IN,TLSA,2,1,1,8d02536c887482bc34ff54e41d2ba659bf85b341a0a20afadb5813dcfbcf286d
frontierfleet.com,frontierfleet.com.tlsa.50bc.net,IN,TLSA,2,1,2,0f644c9a1dcb8c04be6b385a60dbe4fdf7e2b81e335c9ad8c7cd0abe2ff9e7e5bbfbb68b38dd0216f17808f48bdf6af8c6347659c1f41a9858032c31f436d12c
frontierfleet.com,frontierfleet.com.tlsa.50bc.net,IN,TLSA,3,0,1,9f80756e9529ffd0b85449201121e55747cbd392dc4ee19bedffa38c8e1bdaae
frontierfleet.com,frontierfleet.com.tlsa.50bc.net,IN,TLSA,3,0,2,4b7f49a94f63ce815525084696cafc75115b6271915fb04f4a98826eb806f71e0e522492e05e4c6c24c856b2f4908d5469b00184ec89cd67dc58d5036fbf8a04
frontierfleet.com,frontierfleet.com.tlsa.50bc.net,IN,TLSA,3,1,1,ba70f8a3bd15ab592ec0c8f745b667244c1c620b79a63234c94b0b6d4a87c09e
frontierfleet.com,frontierfleet.com.tlsa.50bc.net,IN,TLSA,3,1,2,cb7b1813631ff5fcd84f61700a2e9f1d3d603c18403447f48e1475bf1011e61840ae3992bac8bfd82bf99de937dbff565c9d9c7f88a913e0b92bbcc5c9534de0
frontierfleet.net,frontierfleet.com.tlsa.50bc.net,IN,TLSA,2,0,1,67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd
frontierfleet.net,frontierfleet.com.tlsa.50bc.net,IN,TLSA,2,0,2,96c5793b2b57d8df5891c94015720960e0da4c2cf8ce1fc5707a0b46e5db8ce3761fb5fdb430f619d1579f13e80fbdd973ef6a024129ed039aa193273158fcad
frontierfleet.net,frontierfleet.com.tlsa.50bc.net,IN,TLSA,2,1,1,8d02536c887482bc34ff54e41d2ba659bf85b341a0a20afadb5813dcfbcf286d
frontierfleet.net,frontierfleet.com.tlsa.50bc.net,IN,TLSA,2,1,2,0f644c9a1dcb8c04be6b385a60dbe4fdf7e2b81e335c9ad8c7cd0abe2ff9e7e5bbfbb68b38dd0216f17808f48bdf6af8c6347659c1f41a9858032c31f436d12c
frontierfleet.net,frontierfleet.com.tlsa.50bc.net,IN,TLSA,3,0,1,9f80756e9529ffd0b85449201121e55747cbd392dc4ee19bedffa38c8e1bdaae
frontierfleet.net,frontierfleet.com.tlsa.50bc.net,IN,TLSA,3,0,2,4b7f49a94f63ce815525084696cafc75115b6271915fb04f4a98826eb806f71e0e522492e05e4c6c24c856b2f4908d5469b00184ec89cd67dc58d5036fbf8a04
frontierfleet.net,frontierfleet.com.tlsa.50bc.net,IN,TLSA,3,1,1,ba70f8a3bd15ab592ec0c8f745b667244c1c620b79a63234c94b0b6d4a87c09e
frontierfleet.net,frontierfleet.com.tlsa.50bc.net,IN,TLSA,3,1,2,cb7b1813631ff5fcd84f61700a2e9f1d3d603c18403447f48e1475bf1011e61840ae3992bac8bfd82bf99de937dbff565c9d9c7f88a913e0b92bbcc5c9534de0
frontierfleet.org,frontierfleet.com.tlsa.50bc.net,IN,TLSA,2,0,1,67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd
frontierfleet.org,frontierfleet.com.tlsa.50bc.net,IN,TLSA,2,0,2,96c5793b2b57d8df5891c94015720960e0da4c2cf8ce1fc5707a0b46e5db8ce3761fb5fdb430f619d1579f13e80fbdd973ef6a024129ed039aa193273158fcad
frontierfleet.org,frontierfleet.com.tlsa.50bc.net,IN,TLSA,2,1,1,8d02536c887482bc34ff54e41d2ba659bf85b341a0a20afadb5813dcfbcf286d
frontierfleet.org,frontierfleet.com.tlsa.50bc.net,IN,TLSA,2,1,2,0f644c9a1dcb8c04be6b385a60dbe4fdf7e2b81e335c9ad8c7cd0abe2ff9e7e5bbfbb68b38dd0216f17808f48bdf6af8c6347659c1f41a9858032c31f436d12c
frontierfleet.org,frontierfleet.com.tlsa.50bc.net,IN,TLSA,3,0,1,9f80756e9529ffd0b85449201121e55747cbd392dc4ee19bedffa38c8e1bdaae
frontierfleet.org,frontierfleet.com.tlsa.50bc.net,IN,TLSA,3,0,2,4b7f49a94f63ce815525084696cafc75115b6271915fb04f4a98826eb806f71e0e522492e05e4c6c24c856b2f4908d5469b00184ec89cd67dc58d5036fbf8a04
frontierfleet.org,frontierfleet.com.tlsa.50bc.net,IN,TLSA,3,1,1,ba70f8a3bd15ab592ec0c8f745b667244c1c620b79a63234c94b0b6d4a87c09e
frontierfleet.org,frontierfleet.com.tlsa.50bc.net,IN,TLSA,3,1,2,cb7b1813631ff5fcd84f61700a2e9f1d3d603c18403447f48e1475bf1011e61840ae3992bac8bfd82bf99de937dbff565c9d9c7f88a913e0b92bbcc5c9534de0
fruit.je,_443._tcp.fruit.je,IN,TLSA,3,1,1,aebb0a7d6583e1362620e428088573b38cfc595b2f769c5b01b73bb0a61a5108
fryslan.frl,_443._tcp.fryslan.frl,IN,TLSA,3,1,1,237b1e60f05ca932c20d15fbdf6c3156d05a08040eccd6ac7782aa3ba6b49879
fsvportaal.belastingdienst.nl,_443._tcp.fsvportaal.belastingdienst.nl,IN,TLSA,3,1,1,91b95c53445f5a45c47957c98d0816752f30b35935766b8fbc67db57ebe4b4ee
fsvportaal.belastingdienst.nl,_443._tcp.fsvportaal.belastingdienst.nl,IN,TLSA,3,1,1,d7aee486283e98fae6cdb0edc2b605eac0c184b85f97ae32056fd7df065c9dfe
fswhoutbewerking.nl,_443._tcp.fswhoutbewerking.nl,IN,TLSA,3,0,1,f297389c700593b7229f1bd8124d80bf55f4e9e8ff66632639d7d14dcb737c09
ftth.eu.org,le-web.ftth.eu.org,IN,TLSA,3,1,1,adedfa8590abc30230e943f8bf0c7d05f60215169aba94bde1b366c891a75b82
ftth.eu.org,le-web.ftth.eu.org,IN,TLSA,3,1,2,0d06b2ac68f3159d21277e14f3d8d02b6217ad284e91db88d8cc0579e44288ea393c3c3b22abb7240a02b5138709fa5356dba473c200c0fc942bfb49c0741cc6
fugaku.cloud,_443._tcp.fugaku.cloud,IN,TLSA,2,1,1,8d02536c887482bc34ff54e41d2ba659bf85b341a0a20afadb5813dcfbcf286d
fyn.nl,_443._tcp.fyn.nl,IN,TLSA,2,1,1,e1ae9c3de848ece1ba72e0d991ae4d0d9ec547c6bad1dddab9d6beb0a7e0e0d8
fyn.nl,_443._tcp.fyn.nl,IN,TLSA,3,1,1,d04506e85a2ec70d0e7ec4ece7462b59ddd97663bede88c1ecf5c4f12fab842c
fyn.software,_443._tcp.fyn.software,IN,TLSA,2,1,1,e1ae9c3de848ece1ba72e0d991ae4d0d9ec547c6bad1dddab9d6beb0a7e0e0d8
fyn.software,_443._tcp.fyn.software,IN,TLSA,3,1,1,a471d3f543ca6be8b08e444486e93c2df1219dcd78c8e8a642b4e72cfa56d7ec
fynsoftware.nl,_443._tcp.fynsoftware.nl,IN,TLSA,2,1,1,e1ae9c3de848ece1ba72e0d991ae4d0d9ec547c6bad1dddab9d6beb0a7e0e0d8
fynsoftware.nl,_443._tcp.fynsoftware.nl,IN,TLSA,3,1,1,34c4b5b0c9657f22a8ff333fb7cbc9e6d54b6402b04244be446e4ac34bb79501
g.schorelweb.nl,le-web.g.schorelweb.nl,IN,TLSA,3,1,1,770fe30967a98212d759ae792f44249166b5a549b4ce791329294e0bf10afdf2
g.schorelweb.nl,le-web.g.schorelweb.nl,IN,TLSA,3,1,2,0f279dd95dbaf9e103eb9f7a75786664480b1e8ac7439b79b803871bc068945656580bf6c40265d3609bf73b8ab672eb30720c8f3171cea924a6db2ef6e9fc32
g71.nl,_443._tcp.g71.nl,IN,TLSA,1,0,1,1b7af3f9786af37fa67d4cc090a93960fbfa7a4229b4cbe3237095e8c0596f83
gadecs.com,_443._tcp.gadecs.com,IN,TLSA,3,1,1,7a6ddc9bcbd183fef52d7e11e2f5dae46db75c614f8cae5d8cd06867d0d3cd6f
gagoed.nl,le-ca.gagoed.nl,IN,TLSA,2,0,1,67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd
gallery.zetalliance.org,_443._tcp.gallery.zetalliance.org,IN,TLSA,3,1,1,785972f6c0b27662e0041b24ed06c18e3e78b2f1d0b21c12e9636cae169ef379
gallmannkenya.org,_443._tcp.gallmannkenya.org,IN,TLSA,2,1,1,8d02536c887482bc34ff54e41d2ba659bf85b341a0a20afadb5813dcfbcf286d
gallmannkenya.org,_443._tcp.gallmannkenya.org,IN,TLSA,3,1,1,27e09fa1ae2f0f0a9c23d79cd8065a6b04af808019d65ad8febc86edc8848c0a
gangleri.nl,_443._tcp.gangleri.nl,IN,TLSA,3,0,1,591c33d1f08e8e010052fcf94c58429f004bab9d3446ba03483767f015e849f8
garm.nl,_443._tcp.garm.nl,IN,TLSA,3,0,1,bde2086d63322608789697475bbb41a59a6e05da90aa5c04bd58fef08a747d4a
gate1.kender.com,_443._tcp.gate1.kender.com,IN,TLSA,3,0,2,bfbf94cefb08321683e6baaedf88e7a93255e0240b5afd85b0508db7f52a9f2ed12965336e1c06538a1ae196f8d9af330fbd24af710a970cdb92d38f6486dcf8
gbcloud.nl,_443._tcp.gbcloud.nl,IN,TLSA,3,0,1,e41c8a2ea14d1e6f665ecf2747b8ba10efcaf8b712fb3e8cd1a63f8157c574d2
gdha.nl,_443._tcp.gdha.nl,IN,TLSA,3,0,1,28496e329e09eba07c8f890f6c81d384a3492489258ef9e959fe64649f3e9a51
gedichtindex.nl,_443._tcp.gedichtindex.nl,IN,TLSA,3,0,1,bc34b8c459220d50d0fa3ae404db9e4b149b2f71c4155d0b435e39065dd7e27c
geekstudio.nl,_443._tcp.geekstudio.nl,IN,TLSA,3,0,1,9daba43684a8b551d798d1e5dfdff31e7c9eb3d640ce0eea94fede049f09b43d
geenzandindustrieijsselmeer.nl,_443._tcp.geenzandindustrieijsselmeer.nl,IN,TLSA,3,0,1,2b679e887a77ab58e5b1defe4e258ab0d51c16986eb0510ac293c6da78f027a3
geertruidenberg.nl,_443._tcp.geertruidenberg.nl,IN,TLSA,2,1,1,237b1e60f05ca932c20d15fbdf6c3156d05a08040eccd6ac7782aa3ba6b49879
gegevenshuis.nl,_443._tcp.gegevenshuis.nl,IN,TLSA,3,0,1,423e0a56fc22d504e927a63928be977d66adbfed528c7ae95f3513efbaf8983c
gegevensportaal.belastingdienst.nl,_443._tcp.gegevensportaal.belastingdienst.nl,IN,TLSA,3,1,1,c261d70b4486f1b631c52ab4e4ddb748e480e2ca465bb41091426adf272e7611
gegevensportaal.belastingdienst.nl,_443._tcp.gegevensportaal.belastingdienst.nl,IN,TLSA,3,1,1,e6a6a20e2e42158316fc7f6c9608d284279dc8dfcb9245cfbec5285012b6f46b
geloofsvoer.nl,_443._tcp.geloofsvoer.nl,IN,TLSA,2,1,1,8d02536c887482bc34ff54e41d2ba659bf85b341a0a20afadb5813dcfbcf286d
geluksmaker.nl,_443._tcp.geluksmaker.nl,IN,TLSA,3,0,1,c5ac948245de433113072f9fa414c5d56441fffb11497b8384d742ebfb8e73a1
gemc.eu,_443._tcp.gemc.eu,IN,TLSA,3,0,1,227697cbdf81c27171494f136607b3e717b73a547ec08d3506b9d086dbbbf71a
gemeentemaastricht.nl,_443._tcp.gemeentemaastricht.nl,IN,TLSA,3,1,1,88e00dad41d5f72f065a95c85af555136a7bf4143ecfaad009965087090e2f8b
gemeentemaastricht.nl,_443._tcp.gemeentemaastricht.nl,IN,TLSA,3,1,1,b0dd20c63f55a8e14cba31ca37df2d3ffdbea395482d7640edcc2e6d0e4778d4
gemeenteraad.oegstgeest.nl,_443._tcp.gemeenteraad.oegstgeest.nl,IN,TLSA,2,1,1,4b49874e6aafd9084911fcb9bf23d51114a7c8c125889cdd0bc45776e3a3840b
genealogy.brigadoon.fr,_443._tcp.genealogy.brigadoon.fr,IN,TLSA,3,1,1,332b915f55a0d0f71748da2e3008e8ee9e112eda843272291ea7a978573fc8f0
genealogy.brigadoon.fr,_443._tcp.genealogy.brigadoon.fr,IN,TLSA,3,1,1,60ca7f19a5252ac621d4b09f38c7404b5eb4ab66dadc288ce63e3ac3252022e6
genealogy.brigadoon.fr,_443._tcp.genealogy.brigadoon.fr,IN,TLSA,3,1,1,6fe0d1be41224e19ce5d093d9dd9c59ba4600485278bb36ce9419cfba3d58da1
genealogy.brigadoon.fr,_443._tcp.genealogy.brigadoon.fr,IN,TLSA,3,1,1,83fb12aec234adfaa5f8a83e2bec7eac613daedcef5b4c8e10aadf524ccb9cca
genealogy.brigadoon.fr,_443._tcp.genealogy.brigadoon.fr,IN,TLSA,3,1,1,d529c2e33c50aaea06e6495af02579238beef28ad11bc579c5d16d70ce0cede2
genealogy.brigadoon.fr,_443._tcp.genealogy.brigadoon.fr,IN,TLSA,3,1,1,f8aa4f3b2fef637fe75c570cede36934cf569599681cf3643988e4d379700816
gennep.nl,_443._tcp.gennep.nl,IN,TLSA,3,1,1,50e252df37c49ec8b94a6d3b01b7f43065b53d0bd3b46fa3f884e830d2b345d2
gennerator.com,_443._tcp.gennerator.com,IN,TLSA,3,1,1,81d3809718e75974148e181e23e5a4339f781ba864358ff56cfb5dee5fe3979d
geon.nl,_443._tcp.geon.nl,IN,TLSA,3,0,1,0651f822a8ce192a7d6208e74b9b996def42ba3e0c4419a501b68f376299853f
gerdaklein.de,_443._tcp.gerdaklein.de,IN,TLSA,2,1,1,8d02536c887482bc34ff54e41d2ba659bf85b341a0a20afadb5813dcfbcf286d
gerdaklein.de,_443._tcp.gerdaklein.de,IN,TLSA,3,1,1,384ac6b9a2c55ba18c807ba41f9e408fe4128b4241f22ead8cd83444be5daa68
gereformeerdekerkoldebroek.nl,_443._tcp.gereformeerdekerkoldebroek.nl,IN,TLSA,3,0,1,c831b3360731508c4813121bd30263a4d80bef00c1e696fde00d862f1ad34d13
gerrit078.ovh,le-web.gerrit078.ovh,IN,TLSA,3,1,1,bb5ffbe9d20feefc083c7bba5a6ca7552b669fc827821c40551a73a5c58409b6
gerrit078.ovh,le-web.gerrit078.ovh,IN,TLSA,3,1,2,01f71c5d8944510a2b3330aa34424ff2bf620dad1ef97a7dba64f9ba97e57f5c13d10f5ff9e8772da4ed2a53d2e2044a13aed5d4dac55cddfd2087fa878b9e23
geschiedenis.stadspolders.eu,le-web.geschiedenis.stadspolders.eu,IN,TLSA,3,1,1,5f88bafb6fc1545c40de8b6f10a1ae562902cb696ba6c250a7d3e7f88f29b039
geschiedenis.stadspolders.eu,le-web.geschiedenis.stadspolders.eu,IN,TLSA,3,1,2,59154af92f9b78832bd9a05ce732df1d3ad88c6abd84609bffcf176070edf5d80a2a258eae6a3c6cce82e892e505928fda31f749e9019c95e5299943efd19021
getup.nu,_443._tcp.getup.nu,IN,TLSA,2,1,1,8d02536c887482bc34ff54e41d2ba659bf85b341a0a20afadb5813dcfbcf286d
gezond-en-gelukkig.tilburg.nl,_443._tcp.gezond-en-gelukkig.tilburg.nl,IN,TLSA,0,1,1,4648564dc7c901037f631391d765643e8f8f86622849f59dfc9564838e1e8a76
gezondengelukkigintilburg2018-2022.nl,_443._tcp.gezondengelukkigintilburg2018-2022.nl,IN,TLSA,0,1,1,4648564dc7c901037f631391d765643e8f8f86622849f59dfc9564838e1e8a76
ggdgm.nl,_443._tcp.ggdgm.nl,IN,TLSA,3,0,1,7fd26ea44be6bd73ac9c0fcb62b7af8721ed6dc3310c1ba02f288e9ba946170c
gietvloerreiniger.com,_443._tcp.gietvloerreiniger.com,IN,TLSA,3,1,1,1b6050e8834cf733ed9c1bb5e0f3f0c9c40eba674772253063bda4f232703db5
gijsdellemijn.nl,_443._tcp.gijsdellemijn.nl,IN,TLSA,3,0,1,f159c5c4fe89da4ea8e27231b2b5a5ed66ff08e04a4a698cae000e3694e98eec
git.eliott.cc,_443._tcp.git.eliott.cc,IN,TLSA,3,1,2,83fbbc577a220c66e9e03de3ce4bde75e63b8b995fd9241429982118938bc1d15533f71e2a8a096a16feaf0856b71b587bce176ae2002b75be74298b5239d99f
git.siloportem.net,_443._tcp.git.siloportem.net,IN,TLSA,3,1,1,100b4e33a595b6d2447e8b94dffb837729c29660d8782541dfecd3664d929350
git.tommytran.io,_443._tcp.git.tommytran.io,IN,TLSA,3,1,1,74b4116e29250255e88dbea7294a5dfa22927880ad1ad163cded8a0a772a84f7
gitea.kamsma.de,_443._tcp.gitea.kamsma.de,IN,TLSA,3,1,1,262ff20b09aa953e466ffc1e7f6fa021e467c9807db4506f2f67628f6340df72
gitea.nicheosala.info,_443._tcp.gitea.nicheosala.info,IN,TLSA,3,1,1,f2f7c7527847902b1ee6da3ed10f8e0f7aee2bf35fc0df55e41e8ecf161d16da
gitlab.sighup.nl,_443._tcp.gitlab.sighup.nl,IN,TLSA,1,1,1,025891c993ef5dc456b0a234a709dc72046cb0fbcbe2252737e3504230607d7f
gjan.info,_443._tcp.gjan.info,IN,TLSA,3,1,1,7a977aa9e69b4358fd766df1cd592dc783198d46748783d36fcda2988e7baf38
gkeller.info,_443._tcp.gkeller.info,IN,TLSA,3,1,1,562eb6e1ec7c2a8c21bccea7b3ce1e764d260827c26698432a8307b645a183f1
gkvmarum.nl,_443._tcp.gkvmarum.nl,IN,TLSA,3,0,1,b34ace9077ba079a91e08f87f844bc1c4704dc8f54308e66a8384626843cf46a
glasinlood-snelonline.nl,_443._tcp.glasinlood-snelonline.nl,IN,TLSA,3,0,1,2feab8f796e86ff666ac154f0775a4a646bc73f77df29a9bd157f5f3795ebba2
glass-blaster.com,_443._tcp.glass-blaster.com,IN,TLSA,3,1,1,5dc6ad190ae9fa7588322cf8d429119b496dce32df8205d532acd9f8f8a09584
globe4life.org,_443._tcp.globe4life.org,IN,TLSA,2,1,1,8d02536c887482bc34ff54e41d2ba659bf85b341a0a20afadb5813dcfbcf286d
globe4life.org,_443._tcp.globe4life.org,IN,TLSA,3,1,1,103eeba58a90bb1b2022fc467ce716b1a7bebba87e583cb5e57f1e22cbb80265
go.schorelweb.nl,_443._tcp.go.schorelweb.nl,IN,TLSA,3,1,2,e198a9e2b07ccc599e969c30536cbb9fd7e90070fb4b2e1f703d0022d8858c39fa868250a598652ed068a480d198b05cd5a1394e438987c33c86fb2b771b695a
goadvised.com,_443._tcp.goadvised.com,IN,TLSA,3,1,1,3786d0256d76f2c6aba22e5ff64e3449e5f6ab5bb6058a6416f909472eba00f3
gon-nb.nl,_443._tcp.gon-nb.nl,IN,TLSA,3,0,1,801de51acc04f04c1eb6a6a443de6bc8f76c26fe40e5795980e892e9877dbe55
gordian.nl,_443._tcp.gordian.nl,IN,TLSA,2,1,1,8d02536c887482bc34ff54e41d2ba659bf85b341a0a20afadb5813dcfbcf286d
gordian.nl,_443._tcp.gordian.nl,IN,TLSA,3,1,1,92c4cacad56ff0d3a4d37c5cd3eaa9b54239eccd738b316ad5eca78a97d26b33
gorillaquadparts.nl,_443._tcp.gorillaquadparts.nl,IN,TLSA,3,0,1,9b9aaafeb104c28631873c3d3ad304040d3207b537d00fe493211d99151953b7
gouda.nl,_443._tcp.gouda.nl,IN,TLSA,3,1,1,6a80092267b3d8d1a9a3c608b3d5ce78842d5513b02061f89354ee5cd5a957b2
gouder.com,_443._tcp.gouder.com,IN,TLSA,3,1,1,d3b3a16b1899695032bb141afa3e360330e9e673572274fd952a0c946fa6cc74
gradska-sreda.dreamradio.org,_443._tcp.gradska-sreda.dreamradio.org,IN,TLSA,2,1,2,0f644c9a1dcb8c04be6b385a60dbe4fdf7e2b81e335c9ad8c7cd0abe2ff9e7e5bbfbb68b38dd0216f17808f48bdf6af8c6347659c1f41a9858032c31f436d12c
